"","Title","Date","Prize","URL"
"6044","標題[賣/全國] GOR IPAD mini 4 玻璃保護貼","時間Sat Dec 19 20:54:59 2015","[交易價格]：2.0D 弧邊 -> 199 元","https://www.ptt.cc/bbs/MacShop/M.1450529701.A.D0A.html"
"6045","標題[賣/台北] macbook pro13. 2012mid 非retina","時間Sat Dec 19 21:38:32 2015","[交易價格]：23000","https://www.ptt.cc/bbs/MacShop/M.1450532315.A.FE7.html"
"6046","標題[賣/新竹台中嘉義] iphone 6s 64G 玫瑰金","時間Sat Dec 19 21:46:09 2015","[交易價格]：26000","https://www.ptt.cc/bbs/MacShop/M.1450532772.A.03F.html"
"6047","標題[賣/新竹] (露天)iPad Air2 64G wifi 太空灰","時間Sat Dec 19 21:55:54 2015","[交易價格] ：12800","https://www.ptt.cc/bbs/MacShop/M.1450533357.A.EA1.html"
"6048","標題[賣/高雄] iphone 5 32 G 黑色 整新機","時間Sat Dec 19 22:09:32 2015","[交易價格]：5500","https://www.ptt.cc/bbs/MacShop/M.1450534174.A.064.html"
"6049","標題[賣/全省] Macbook pro 13"" 2011 年末 ","時間Sat Dec 19 22:32:03 2015","[交易價格]：20000","https://www.ptt.cc/bbs/MacShop/M.1450535526.A.8F1.html"
"6050","標題[賣/臺北] iphone 6 16g 整新機","時間Sat Dec 19 22:41:35 2015","[交易價格]：14000","https://www.ptt.cc/bbs/MacShop/M.1450536098.A.D81.html"
"6051","標題[賣/台北] iPhone 5S 32G 銀色","時間Sat Dec 19 23:13:22 2015","[交易價格]：8000","https://www.ptt.cc/bbs/MacShop/M.1450538004.A.92F.html"
"6052","標題[賣/台中] iphone 6s 64G 金色","時間Sat Dec 19 23:14:58 2015","[交易價格]：25000  不二價","https://www.ptt.cc/bbs/MacShop/M.1450538100.A.D46.html"
"6053","標題[賣/台北] iPhone 6s 64G 太空灰 TSMC 未開通","時間Sat Dec 19 23:23:57 2015","[交易價格]：NTD28500 官網原價","https://www.ptt.cc/bbs/MacShop/M.1450538639.A.FF0.html"
"6054","標題[已賣出] ｛再降價｝Macbook Pro Retina 2015","時間Sat Dec 19 23:31:23 2015","[交易價格]：34500","https://www.ptt.cc/bbs/MacShop/M.1450539085.A.A8E.html"
"6055","標題[賣/台北] 2013年末 iMac 21.5'  8G  Iris Pro ","時間Sun Dec 20 00:15:48 2015","[交易價格]：$35,000","https://www.ptt.cc/bbs/MacShop/M.1450541751.A.50F.html"
"6056","標題[賣/雙北] iPhone5/5s Apple原廠皮革保護套","時間Sun Dec 20 00:25:57 2015","[交易價格]：399 (無法議價，原價1390)","https://www.ptt.cc/bbs/MacShop/M.1450542359.A.FC6.html"
"6057","標題[賣/高雄] mini4 64G 灰","時間Sun Dec 20 00:53:42 2015","[交易價格]：","https://www.ptt.cc/bbs/MacShop/M.1450544025.A.FC8.html"
"6058","標題[賣/全台] AirPort Express第三代A1392 降價重PO","時間Sun Dec 20 00:57:54 2015","[交易價格]：1500","https://www.ptt.cc/bbs/MacShop/M.1450544277.A.20E.html"
"6059","標題[賣/花蓮] watch 38mm sport 白色 或換42mm","時間Sun Dec 20 01:45:33 2015","[交易價格]： 8000","https://www.ptt.cc/bbs/MacShop/M.1450547136.A.4D0.html"
"6060","標題[賣/全省] 磁吸式 iPad mini杯架固定式車架","時間Sun Dec 20 09:57:49 2015"," [交易價格]：出售價格2800元(購入價格3600元)","https://www.ptt.cc/bbs/MacShop/M.1450576671.A.5BF.html"
"6061","標題[賣/桃園台中] iPad mini 1 16G wifi 銀 ","時間Sun Dec 20 09:59:55 2015","[交易價格]：4000","https://www.ptt.cc/bbs/MacShop/M.1450576797.A.96B.html"
"6062","標題[賣/台北] iPod Classic 80G 黑色 ","時間Sun Dec 20 10:01:22 2015","[交易價格]：3210","https://www.ptt.cc/bbs/MacShop/M.1450576887.A.5BB.html"
"6063","標題[賣/雙北] macbook air 13"" 8gram 128g","時間Sun Dec 20 10:25:49 2015","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1450578352.A.6F6.html"
"6064","標題[賣/台北] iPad mini 4 64G wifi 太空灰 14000","時間Sun Dec 20 10:34:34 2015","[交易價格]：14,000 (原價15,900)","https://www.ptt.cc/bbs/MacShop/M.1450578877.A.975.html"
"6065","標題[賣/全台] iMac 21.5-Inch i5 未過保 (降價重po)","時間Sun Dec 20 10:48:15 2015","[交易價格]：31500","https://www.ptt.cc/bbs/MacShop/M.1450579697.A.3BA.html"
"6066","標題[賣/中壢] Apple Watch Sport 42mm 黑/經典扣式","時間Sun Dec 20 10:52:45 2015","[交易價格]：8500","https://www.ptt.cc/bbs/MacShop/M.1450579969.A.FBD.html"
"6067","標題[賣/新北] 全新未拆 iPhone 6s plus 64G 玫瑰金 已售出","時間Sun Dec 20 11:00:56 2015","[交易價格]： 中和自取面交 28500 其餘加運費100","https://www.ptt.cc/bbs/MacShop/M.1450580458.A.034.html"
"6068","標題[賣/新北新莊]全新iPhone6S+ 玫瑰金128G ","時間Sun Dec 20 11:02:16 2015","[交易價格]：3萬3千元整","https://www.ptt.cc/bbs/MacShop/M.1450580539.A.F73.html"
"6069","標題[賣/台北] iphone 6s 16g 玫瑰金","時間Sun Dec 20 11:14:02 2015","[交易價格]：新台幣22000整","https://www.ptt.cc/bbs/MacShop/M.1450581244.A.78E.html"
"6070","標題[賣/台北] iPhone 6s 64G 玫瑰金 全新","時間Sun Dec 20 11:18:03 2015","[交易價格]： 26000元","https://www.ptt.cc/bbs/MacShop/M.1450581486.A.720.html"
"6071","標題[賣/雙北] Apple Magic Mouse ","時間Sun Dec 20 11:26:53 2015","[交易價格]：1200","https://www.ptt.cc/bbs/MacShop/M.1450582018.A.FB9.html"
"6072","標題[賣/台南] macbook pro 15 2012 ","時間Sun Dec 20 12:35:19 2015","[交易價格]：20000","https://www.ptt.cc/bbs/MacShop/M.1450586121.A.540.html"
"6073","標題[賣/台中] 29300 全新 6s plus 64g 玫瑰金","時間Sun Dec 20 12:39:13 2015","[交易價格]：29300","https://www.ptt.cc/bbs/MacShop/M.1450586355.A.6AB.html"
"6074","標題[賣/雙北] 整新iphone 6 plus 128g 金","時間Sun Dec 20 13:05:24 2015","[交易價格]： 22000","https://www.ptt.cc/bbs/MacShop/M.1450587926.A.1CD.html"
"6075","標題[賣/台北] New Apple TV 32G 台灣公司貨","時間Sun Dec 20 13:50:51 2015","[交易價格]：面交 4900/台","https://www.ptt.cc/bbs/MacShop/M.1450590653.A.17D.html"
"6076","標題[賣/全省] 15"" Macbook Pro 2.5GHz 16G 512全新","時間Sun Dec 20 13:51:30 2015","[交易價格]：$72000","https://www.ptt.cc/bbs/MacShop/M.1450590692.A.FA6.html"
"6077","標題[賣/雙北] iPhone 6S Plus 64G 玫瑰金 ","時間Sun Dec 20 13:55:52 2015","           [交易價格]：29800","https://www.ptt.cc/bbs/MacShop/M.1450590955.A.268.html"
"6078","標題[賣/台北 ] iphone 5s 32G 銀","時間Sun Dec 20 14:18:25 2015","[交易價格]：6800","https://www.ptt.cc/bbs/MacShop/M.1450592307.A.B16.html"
"6079","標題[賣/高雄]  iPhone 6S PLUS _5.5吋_64G_","時間Sun Dec 20 14:26:55 2015","[交易價格]：28500元（原價購買30490）","https://www.ptt.cc/bbs/MacShop/M.1450592817.A.672.html"
"6080","標題[賣/台北] IPhone 5 16G ","時間Sun Dec 20 15:09:01 2015","[交易價格]：4000","https://www.ptt.cc/bbs/MacShop/M.1450595343.A.475.html"
"6081","標題[賣/全國]  ipad air 2 64g 白色","時間Sun Dec 20 15:19:22 2015","[交易價格]：12000","https://www.ptt.cc/bbs/MacShop/M.1450595964.A.A35.html"
"6082","標題[賣/台北] iphone6 64g 金色","時間Sun Dec 20 15:23:36 2015","[交易價格]： 16000","https://www.ptt.cc/bbs/MacShop/M.1450596218.A.4ED.html"
"6083","標題[賣/台北] Apple watch 38mm 不鏽鋼藍寶石版本 ","時間Sun Dec 20 15:35:28 2015","[交易價格] :  9500元","https://www.ptt.cc/bbs/MacShop/M.1450596930.A.F06.html"
"6084","標題[賣/台南] iphone 6s 64g 全新未拆","時間Sun Dec 20 15:54:17 2015","[交易價格]：$26000","https://www.ptt.cc/bbs/MacShop/M.1450598059.A.D01.html"
"6085","標題[賣/新北] iMac 27"" 2011 mid","時間Sun Dec 20 16:13:30 2015","[交易價格]：27500","https://www.ptt.cc/bbs/MacShop/M.1450599213.A.3EE.html"
"6086","標題[賣/台北] 2015 13""Macbook pro retina (降價)","時間Sun Dec 20 16:24:01 2015","[交易價格]：38500 現金","https://www.ptt.cc/bbs/MacShop/M.1450599844.A.3CE.html"
"6087","標題[賣/台北] ipad mini 4 64g LTE 4G 金色","時間Sun Dec 20 16:32:31 2015","[交易價格]：17500 已售出","https://www.ptt.cc/bbs/MacShop/M.1450600354.A.A37.html"
"6088","[交易價格]：$11500","https://www.ptt.cc/bbs/MacShop/M.1450600516.A.9F2.html","[交易價格]：$11500","https://www.ptt.cc/bbs/MacShop/M.1450600516.A.9F2.html"
"6089","[交易價格]：7300","https://www.ptt.cc/bbs/MacShop/M.1450600543.A.A90.html","[交易價格]：7300","https://www.ptt.cc/bbs/MacShop/M.1450600543.A.A90.html"
"6090","標題[賣/台北] 全新ipad air2 128G","時間Sun Dec 20 16:43:03 2015","[交易價格]：$18300","https://www.ptt.cc/bbs/MacShop/M.1450600985.A.324.html"
"6091","標題[賣/台北] 全新Apple Watch 38mm不鏽鋼灰黑 可換","時間Sun Dec 20 16:50:14 2015","[交易價格]：15300","https://www.ptt.cc/bbs/MacShop/M.1450601416.A.89E.html"
"6092","標題[賣/台南] 全新未拆 Iphone 6s 64g 玫瑰金","時間Sun Dec 20 17:02:22 2015","[交易價格]：26200","https://www.ptt.cc/bbs/MacShop/M.1450602148.A.A66.html"
"6093","標題[賣/台北] 全新IPAD mini4 16g wifi 金色 ","時間Sun Dec 20 17:06:01 2015","[交易價格]：$11000(含運)","https://www.ptt.cc/bbs/MacShop/M.1450602364.A.9AD.html"
"6094","標題[賣/台南] iPad Air 2 64G Wi-fi 金","時間Sun Dec 20 17:10:56 2015","[交易價格]：13500","https://www.ptt.cc/bbs/MacShop/M.1450602658.A.F31.html"
"6095","標題[賣/中壢] iPhone 5S 16G 太空灰","時間Sun Dec 20 17:13:14 2015","[交易價格]：4500","https://www.ptt.cc/bbs/MacShop/M.1450602797.A.A7D.html"
"6096","標題[賣/台北] 鍵盤壞掉的2010 macbook pro 13""","時間Sun Dec 20 17:23:02 2015","[交易價格]：7000 誠可議","https://www.ptt.cc/bbs/MacShop/M.1450603384.A.380.html"
"6097","標題[賣/全省] mbp原廠換下ddr3 1600 4g(2gx2)只賣350","時間Sun Dec 20 17:28:16 2015","[交易價格]：兩條350","https://www.ptt.cc/bbs/MacShop/M.1450603699.A.F78.html"
"6098","標題[賣/台北] 全新Magic mouse 2代 ","時間Sun Dec 20 17:33:27 2015","[交易價格]：2500(貨到付款60)","https://www.ptt.cc/bbs/MacShop/M.1450604009.A.3B1.html"
"6099","標題[賣/台中] MacbBook Air 頂規13"" 2010末  ","時間Sun Dec 20 17:45:34 2015","[交易價格]：17,000","https://www.ptt.cc/bbs/MacShop/M.1450604737.A.4BA.html"
"6100","標題[賣/桃園] Macbook Pro (Retina ,13Early 2015)","時間Sun Dec 20 17:55:50 2015","[交易價格]：35000","https://www.ptt.cc/bbs/MacShop/M.1450605354.A.128.html"
"6101","標題[賣/臺北] iphone 6s 全新豆腐頭 傳輸線 earpads","時間Sun Dec 20 18:43:56 2015","[交易價格]：1200 含運請確實列出價錢，否則文章會被刪除","https://www.ptt.cc/bbs/MacShop/M.1450608239.A.6F1.html"
"6102","標題[賣/台北] iPad mini 4 128gb","時間Sun Dec 20 18:44:28 2015","[交易價格]：17500","https://www.ptt.cc/bbs/MacShop/M.1450608271.A.8D9.html"
"6103","標題[賣/全國] 全新未拆的 EarPods","時間Sun Dec 20 19:08:00 2015","[交易價格]：面交450店到店500","https://www.ptt.cc/bbs/MacShop/M.1450609682.A.D44.html"
"6104","標題[賣/台北] iPhone 6s plus 64g 玫瑰金/金 降價","時間Sun Dec 20 19:25:17 2015","[交易價格]：28500","https://www.ptt.cc/bbs/MacShop/M.1450610721.A.972.html"
"6105","標題[賣/台中] Magic Trackpad 2","時間Sun Dec 20 19:51:57 2015","[交易價格]：3600","https://www.ptt.cc/bbs/MacShop/M.1450612320.A.407.html"
"6106","標題[賣/新竹台北] iPad Air 16G wifi 銀黑色","時間Sun Dec 20 20:48:36 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1450615720.A.BE6.html"
"6107","標題[賣/台南] macbook air 2015 4g/128g 全新未拆","時間Sun Dec 20 20:55:33 2015","[交易價格]： 28,500","https://www.ptt.cc/bbs/MacShop/M.1450616136.A.B27.html"
"6108","標題[賣/台北] iPhone 5s 32g 銀","時間Sun Dec 20 20:56:29 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1450616191.A.D52.html"
"6109","標題[賣/台中] 全新iPhone6s 64G 玫瑰金","時間Sun Dec 20 21:11:13 2015","[交易價格]：26000","https://www.ptt.cc/bbs/MacShop/M.1450617076.A.505.html"
"6110","標題[賣/台北] Coresuit SHIELD 6Plus手機殼 黑色","時間Sun Dec 20 21:40:54 2015","[交易價格]：1,200 可談","https://www.ptt.cc/bbs/MacShop/M.1450618856.A.074.html"
"6111","標題[賣/全省] 全新iphone6s 玫瑰金 64G","時間Sun Dec 20 21:41:41 2015","[交易價格]：25500(面交) 郵寄+100","https://www.ptt.cc/bbs/MacShop/M.1450618903.A.A83.html"
"6112","標題[賣/嘉義] 全新iphone6s plus 6s+ 64g 玫瑰金","時間Sun Dec 20 21:48:33 2015","[交易價格]：6+ 64g 玫瑰金  29,500","https://www.ptt.cc/bbs/MacShop/M.1450619318.A.8D4.html"
"6113","標題[賣/台南] iphone 5 白色 整新機 16g","時間Sun Dec 20 21:48:50 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1450619333.A.BF1.html"
"6114","標題[賣/高雄] iPad mini 4 16g 金 全新未拆","時間Sun Dec 20 21:49:54 2015","[交易價格]：11,000元","https://www.ptt.cc/bbs/MacShop/M.1450619397.A.F12.html"
"6115","標題[賣/台北] 全新MacBook Air 11 2015 128GB","時間Sun Dec 20 21:57:25 2015","[交易價格]：購入價28900售25500","https://www.ptt.cc/bbs/MacShop/M.1450619847.A.316.html"
"6116","標題[賣/新竹台中] iphone 6s plus 64G 金 ","時間Sun Dec 20 22:08:36 2015","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1450620519.A.905.html"
"6117","標題[賣/台北] 全新iphone6s plus 64G","時間Sun Dec 20 22:20:31 2015","[交易價格]：31000","https://www.ptt.cc/bbs/MacShop/M.1450621234.A.8A2.html"
"6118","標題[賣/雙北] iPhone 5s 16G 金 ","時間Sun Dec 20 22:21:49 2015","[交易價格]：6000","https://www.ptt.cc/bbs/MacShop/M.1450621312.A.BF9.html"
"6119","標題[賣/台北] Iphone6+ plus 64G 金 ","時間Sun Dec 20 22:23:17 2015","[交易價格]：19000","https://www.ptt.cc/bbs/MacShop/M.1450621400.A.DE8.html"
"6120","標題[賣/台北] iPhone 6 64G 銀色","時間Sun Dec 20 22:24:35 2015","[交易價格]：16300","https://www.ptt.cc/bbs/MacShop/M.1450621479.A.6F9.html"
"6121","標題[賣/台南]  iPad mini 2 LTE 16g 白色","時間Sun Dec 20 22:32:37 2015","[交易價格]：6800","https://www.ptt.cc/bbs/MacShop/M.1450621960.A.4EC.html"
"6122","標題[賣/台南] iPhone6s 64G 玫瑰金 ","時間Sun Dec 20 22:34:15 2015","[交易價格]：26500","https://www.ptt.cc/bbs/MacShop/M.1450622058.A.666.html"
"6123","標題[賣/台北] ipad mini 2 32G wifi 太空灰","時間Sun Dec 20 22:54:13 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1450623256.A.E36.html"
"6124","標題[賣/台北] 全新MacBook Air 11 2015 256GB","時間Sun Dec 20 23:04:23 2015","[交易價格]：原價$35900 售$32000","https://www.ptt.cc/bbs/MacShop/M.1450623866.A.97D.html"
"6125","標題[賣/台北] 2015 mid MacBook Pro 15 i7/512GB","時間Sun Dec 20 23:08:02 2015","[交易價格]：66000","https://www.ptt.cc/bbs/MacShop/M.1450624085.A.064.html"
"6126","標題[賣/新竹] iPhone 6s 64G 銀色 全新未拆","時間Sun Dec 20 23:08:48 2015","[交易價格]：6s 26000","https://www.ptt.cc/bbs/MacShop/M.1450624131.A.89D.html"
"6127","標題[賣/全國] Iphone5 16G 銀色 IOS 8.2 5,000","時間Sun Dec 20 23:12:12 2015","[交易價格]：5,000","https://www.ptt.cc/bbs/MacShop/M.1450624338.A.177.html"
"6128","標題[賣/台北] Macbook Pro 15"" 512GB 2013late 頂規","時間Sun Dec 20 23:12:24 2015","[交易價格]：58000","https://www.ptt.cc/bbs/MacShop/M.1450624352.A.84B.html"
"6129","標題[賣/新北] iPhone 6s Plus 128G 金 全新未拆","時間Sun Dec 20 23:29:52 2015","[交易價格]：33500，宅配免運","https://www.ptt.cc/bbs/MacShop/M.1450625395.A.46E.html"
"6130","標題[賣/ 嘉義] 二手earpods","時間Sun Dec 20 23:34:48 2015","[交易價格]：200不含運(已賣出)","https://www.ptt.cc/bbs/MacShop/M.1450625691.A.E76.html"
"6131","標題[賣/台北] iPhone 6s plus 64g 玫瑰金 日版 降價","時間Sun Dec 20 23:37:53 2015","[交易價格]：NTD26,500","https://www.ptt.cc/bbs/MacShop/M.1450625876.A.4FD.html"
"6132","標題[賣/台北] iPhone 6 16G 金色","時間Sun Dec 20 23:38:33 2015","[交易價格]：$12900 誠可議","https://www.ptt.cc/bbs/MacShop/M.1450625918.A.A01.html"
"6133","標題[賣/台南] iPhone 6S 64G玫瑰金","時間Sun Dec 20 23:46:27 2015","[交易價格]：25800","https://www.ptt.cc/bbs/MacShop/M.1450626390.A.009.html"
"6134","標題[賣/台北]9.99成新i6s+ plus64G 玫瑰金(台積)","時間Sun Dec 20 23:53:38 2015","[交易價格]：28000","https://www.ptt.cc/bbs/MacShop/M.1450626821.A.797.html"
"6135","標題[賣/台北] 二手ipad mini2 32G銀","時間Mon Dec 21 00:04:46 2015","[交易價格]：8000(可議)","https://www.ptt.cc/bbs/MacShop/M.1450627489.A.706.html"
"6136","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1450628246.A.9E9.html","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1450628246.A.9E9.html"
"6137","標題[賣/台中] 全新 iPhone 6s 64G 玫瑰金 ","時間Mon Dec 21 00:20:22 2015","[交易價格]：26500","https://www.ptt.cc/bbs/MacShop/M.1450628426.A.FD7.html"
"6138","標題[賣/台北] 全新MacBook air 13吋 2015 $28000","時間Mon Dec 21 01:19:19 2015","[交易價格]：$28000","https://www.ptt.cc/bbs/MacShop/M.1450631962.A.CA9.html"
"6139","標題[賣/台北] Magic Mouse 2 (iMac附)","時間Mon Dec 21 01:30:33 2015","[交易價格]：2,000","https://www.ptt.cc/bbs/MacShop/M.1450632635.A.7B1.html"
"6140","標題[賣/桃園] 二手iPhone 6 plus 64G 金","時間Mon Dec 21 02:46:22 2015","[交易價格]： $18,500","https://www.ptt.cc/bbs/MacShop/M.1450637184.A.67A.html"
"6141","標題[賣/高雄] iPhone 6s plus 64g 玫瑰金","時間Mon Dec 21 07:43:44 2015","[交易價格]： 26500","https://www.ptt.cc/bbs/MacShop/M.1450655028.A.0F0.html"
"6142","標題[賣/桃園] iPad Air LTE 銀色 14500","時間Mon Dec 21 08:22:52 2015","[交易價格]：14500","https://www.ptt.cc/bbs/MacShop/M.1450657374.A.5AF.html"
"6143","標題[賣/高雄] New Macbook 12' 太空灰","時間Mon Dec 21 08:37:56 2015","[交易價格]：34000","https://www.ptt.cc/bbs/MacShop/M.1450658279.A.9D5.html"
"6144","標題[賣/新北] iPhone 6S Plus玫瑰金64G","時間Mon Dec 21 09:17:48 2015","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1450660671.A.B8E.html"
"6145","標題[賣/新竹] iPhone 6 Plus 16G 銀白 全新未拆","時間Mon Dec 21 09:52:29 2015","[交易價格]： NT:20000元","https://www.ptt.cc/bbs/MacShop/M.1450662752.A.9CF.html"
"6146","標題[賣/台中] macbook pro A1226 15""筆電 ","時間Mon Dec 21 10:11:42 2015","[交易價格]：6500","https://www.ptt.cc/bbs/MacShop/M.1450663905.A.161.html"
"6147","標題[賣/台中] ipad pro 4G版 銀色128G 全新未拆","時間Mon Dec 21 10:15:19 2015","[交易價格]：35000","https://www.ptt.cc/bbs/MacShop/M.1450664121.A.88A.html"
"6148","標題[賣/郵寄/全國] iPhone 6 128G 金 美版保固內","時間Mon Dec 21 10:20:45 2015","[交易價格]： 18000","https://www.ptt.cc/bbs/MacShop/M.1450664447.A.97F.html"
"6149","標題[賣/台南] 全新未拆 IPhone 6S 64G 金色 (降價 ","時間Mon Dec 21 10:25:36 2015","[交易價格]：25000元","https://www.ptt.cc/bbs/MacShop/M.1450664738.A.F61.html"
"6150","標題[賣/全省]iPad air LTE cellular 32GB 銀白色 ","時間Mon Dec 21 10:30:21 2015","[交易價格]：10000","https://www.ptt.cc/bbs/MacShop/M.1450665023.A.9E3.html"
"6151","標題[賣/台北] iPhone5 32g 白","時間Mon Dec 21 10:51:10 2015","[交易價格]：5500，誠可議","https://www.ptt.cc/bbs/MacShop/M.1450666273.A.702.html"
"6152","標題[賣/新竹] 二手iphone 6+ plus 64G 金色","時間Mon Dec 21 11:36:41 2015","[交易價格]： 18500 可小議","https://www.ptt.cc/bbs/MacShop/M.1450669004.A.D10.html"
"6153","標題[賣/台北] 全新未拆Macbook pro 13吋256GSSD 8Gr","時間Mon Dec 21 11:41:48 2015","[交易價格]： 42,000","https://www.ptt.cc/bbs/MacShop/M.1450669310.A.416.html"
"6154","標題[賣/台北] iPhone 6 16G 太空灰-(保內)已售出","時間Mon Dec 21 11:44:41 2015","[交易價格]：13500","https://www.ptt.cc/bbs/MacShop/M.1450669484.A.1AF.html"
"6155","標題[賣/高雄] iPhone6S 銀色 16G 全新只拆封未開通","時間Mon Dec 21 12:17:15 2015","[交易價格]：19900 (不議價) 可舊機貼錢交換","https://www.ptt.cc/bbs/MacShop/M.1450671438.A.EC5.html"
"6156","標題IPHONE6 64G 銀 保固還有9個月","時間Mon Dec 21 13:17:02 2015","[交易價格]：18000 已售出","https://www.ptt.cc/bbs/MacShop/M.1450675026.A.B1D.html"
"6157","標題[賣/新北] Magic mouse 滑鼠 A1296 ","時間Mon Dec 21 14:16:26 2015","[交易價格]：","https://www.ptt.cc/bbs/MacShop/M.1450678590.A.9E5.html"
"6158","標題[賣/新北] iMac G5 1.8GHz 17吋 電腦","時間Mon Dec 21 14:17:36 2015","[交易價格]：1500 不含運","https://www.ptt.cc/bbs/MacShop/M.1450678659.A.312.html"
"6159","標題[賣/台中] iphone5 白色16G 整新未撕膠膜 降價","時間Mon Dec 21 14:38:38 2015","[交易價格]：5500","https://www.ptt.cc/bbs/MacShop/M.1450679920.A.75A.html"
"6160","標題[賣/全省] 9成新 IPAD Mini2 32G WIFI版 銀白(售出)","時間Mon Dec 21 14:57:01 2015","[交易價格]：6300","https://www.ptt.cc/bbs/MacShop/M.1450681023.A.F7C.html"
"6161","標題[賣/台北]  iPhone 5 16g 黑","時間Mon Dec 21 14:57:59 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1450681082.A.28F.html"
"6162","標題[賣/高雄]  MacBook Air 13.3吋 128GB(全新)","時間Mon Dec 21 15:01:51 2015","[交易價格]：28000","https://www.ptt.cc/bbs/MacShop/M.1450681313.A.DDE.html"
"6163","標題[賣/桃園] iPhone 5 32G 黑色","時間Mon Dec 21 15:04:50 2015","[交易價格]：4500元","https://www.ptt.cc/bbs/MacShop/M.1450681492.A.DD7.html"
"6164","標題[賣/全省] iPad 2 16GB 3G cellular 銀白色 ","時間Mon Dec 21 15:07:36 2015","[交易價格]：4500","https://www.ptt.cc/bbs/MacShop/M.1450681659.A.A61.html"
"6165","標題[賣/台北]new Macbook 12' 銀 ","時間Mon Dec 21 15:22:20 2015","[交易價格]：NTD 34,500","https://www.ptt.cc/bbs/MacShop/M.1450682543.A.28B.html"
"6166","標題[賣/全省] iPad Air LTE 銀色 保內完整盒裝","時間Mon Dec 21 15:27:49 2015","[交易價格]：11500","https://www.ptt.cc/bbs/MacShop/M.1450682873.A.327.html"
"6167","標題[賣/台中] MacBook Pro Retina 13吋 2013 late 2","時間Mon Dec 21 15:34:40 2015","[交易價格]：30,000","[交易價格]：9,500"
"6168","標題[賣/全省] ipad mini wifi 16g","時間Mon Dec 21 15:35:50 2015","[交易價格]：3500","https://www.ptt.cc/bbs/MacShop/M.1450683353.A.5B0.html"
"6169","標題[賣/宜蘭] 已售出","時間Mon Dec 21 15:50:34 2015","[交易價格]：$12,500","https://www.ptt.cc/bbs/MacShop/M.1450684237.A.08A.html"
"6170","標題[賣/皆可] 二手 Apple Wireless Keyboard","時間Mon Dec 21 15:51:53 2015","[交易價格]：1500元","https://www.ptt.cc/bbs/MacShop/M.1450684315.A.A82.html"
"6171","標題[賣/高雄] ","時間Mon Dec 21 16:11:47 2015","[交易價格]：1.6000","https://www.ptt.cc/bbs/MacShop/M.1450685510.A.CF8.html"
"6172","標題[賣/台北] MAC鍵盤與筆電架 ","時間Mon Dec 21 16:15:41 2015","[交易價格]： 鍵盤1000,筆電架1500 一起買打九折 2250","https://www.ptt.cc/bbs/MacShop/M.1450685745.A.424.html"
"6173","標題[賣/台北] iphone 6s (plus)所有機型中華續約(售出)","時間Mon Dec 21 16:33:28 2015","[交易價格]：apple官方價格便宜3000","https://www.ptt.cc/bbs/MacShop/M.1450686811.A.BD1.html"
"6174","標題[賣/台中] 全新 iPhone 6s 64GB 玫瑰金","時間Mon Dec 21 16:43:46 2015","[交易價格]：NT$ 25,500","https://www.ptt.cc/bbs/MacShop/M.1450687429.A.DAC.html"
"6175","標題[賣/台北] 二手 一代 Magic Mouse ","時間Mon Dec 21 16:55:15 2015","[交易價格]：1100","https://www.ptt.cc/bbs/MacShop/M.1450688118.A.C26.html"
"6176","標題[賣/桃園] Macbook Pro Retina ,13' 2015","時間Mon Dec 21 16:59:06 2015","[交易價格]：35000","https://www.ptt.cc/bbs/MacShop/M.1450688351.A.900.html"
"6177","標題[賣/台北] iphone 64G 玫瑰金 全新未拆 ","時間Mon Dec 21 17:21:18 2015","[交易價格]：26,500(可議)","https://www.ptt.cc/bbs/MacShop/M.1450689680.A.F7C.html"
"6178","標題[賣/台北] IPHONE 5 16G 黑 整新機 保固三個月 ","時間Mon Dec 21 17:23:39 2015","[交易價格]：6500","https://www.ptt.cc/bbs/MacShop/M.1450689822.A.82C.html"
"6179","標題[賣/台中雲林] 全新未拆iPad air2 64g wifi 金","時間Mon Dec 21 17:49:37 2015","[交易價格]:16399","https://www.ptt.cc/bbs/MacShop/M.1450691380.A.1C0.html"
"6180","標題[賣/台中] 二手iphone6 plus 64g 銀","時間Mon Dec 21 18:17:38 2015","[交易價格]：16000","https://www.ptt.cc/bbs/MacShop/M.1450693060.A.756.html"
"6181","標題[賣/台中] iPad mini2 32G LTE 銀灰","時間Mon Dec 21 18:25:59 2015","[交易價格]：9,500","https://www.ptt.cc/bbs/MacShop/M.1450693562.A.103.html"
"6182","標題[賣/北部] iphone 4s 16G 白","時間Mon Dec 21 19:11:53 2015","[交易價格]：3000元  若不要電源線和充電器可減200元 變成2800元","https://www.ptt.cc/bbs/MacShop/M.1450696316.A.5A0.html"
